AIA193,AIA211,HMI_m
2016-05-01T08-50-19.fits,2016-05-01T08-50-24.fits,2016-04-27T09-01-30.fits
2012-10-22T15-10-58.fits,2012-10-22T15-10-58.fits,2012-10-18T15-01-30.fits
2016-02-24T07-13-57.fits,2016-02-24T07-14-03.fits,2016-02-20T06-01-30.fits
2013-02-08T07-56-37.fits,2013-02-08T07-56-43.fits,2013-02-04T09-01-30.fits
2017-01-11T05-41-45.fits,2017-01-11T05-41-49.fits,2017-01-07T06-01-30.fits
2012-10-17T21-35-19.fits,2012-10-17T21-35-19.fits,2012-10-13T21-01-30.fits
2015-10-18T03-47-15.fits,2015-10-18T03-47-19.fits,2015-10-14T03-01-30.fits
2019-04-09T02-51-24.fits,2019-04-09T02-51-29.fits,2019-04-05T03-01-30.fits
2017-10-02T02-32-53.fits,2017-10-02T02-32-57.fits,2017-09-28T03-01-30.fits
2017-11-04T05-47-49.fits,2017-11-04T05-47-53.fits,2017-10-31T06-01-30.fits
2016-09-10T09-07-52.fits,2016-09-10T09-07-57.fits,2016-09-06T09-01-30.fits
2014-08-07T06-18-36.fits,2014-08-07T06-18-44.fits,2014-08-03T06-01-30.fits
2020-07-02T06-59-58.fits,2020-07-02T07-00-03.fits,2020-06-28T06-01-30.fits
2012-12-07T22-40-18.fits,2012-12-07T22-40-18.fits,2012-12-04T00-01-30.fits
2016-02-13T08-05-12.fits,2016-02-13T08-05-16.fits,2016-02-09T09-01-30.fits
2014-11-17T04-43-22.fits,2014-11-17T04-43-26.fits,2014-11-13T06-01-30.fits
2016-11-22T02-30-09.fits,2016-11-22T02-30-15.fits,2016-11-18T03-01-30.fits
2013-04-28T06-43-56.fits,2013-04-28T06-44-04.fits,2013-04-24T03-01-30.fits
2018-01-18T04-39-11.fits,2018-01-18T04-39-16.fits,2018-01-14T06-01-30.fits
2014-07-25T04-02-55.fits,2014-07-25T04-03-02.fits,2014-07-21T03-01-30.fits
2013-05-17T06-36-12.fits,2013-05-17T06-36-20.fits,2013-05-13T06-01-30.fits
2014-09-22T04-36-12.fits,2014-09-22T04-36-20.fits,2014-09-18T06-01-30.fits
2014-08-24T04-36-36.fits,2014-08-24T04-36-44.fits,2014-08-20T06-01-30.fits
2020-03-16T02-38-16.fits,2020-03-16T01-30-17.fits,2020-03-12T03-01-30.fits
2013-08-11T07-53-41.fits,2013-08-11T07-53-49.fits,2013-08-07T09-01-30.fits
2012-10-13T07-17-23.fits,2012-10-13T07-17-31.fits,2012-10-09T06-01-30.fits
2017-02-04T02-30-07.fits,2017-02-04T02-30-12.fits,2017-01-31T03-01-30.fits
2016-10-10T01-30-11.fits,2016-10-10T01-30-16.fits,2016-10-06T03-01-30.fits
2012-12-07T02-54-02.fits,2012-12-07T02-54-02.fits,2012-12-03T03-01-30.fits
2015-01-17T05-03-43.fits,2015-01-17T05-03-48.fits,2015-01-13T06-01-30.fits
2013-07-05T09-14-08.fits,2013-07-05T09-14-16.fits,2013-07-01T09-01-30.fits
2017-12-18T05-46-54.fits,2017-12-18T05-47-01.fits,2017-12-14T06-01-30.fits
2015-07-03T04-22-03.fits,2015-07-03T04-22-08.fits,2015-06-29T03-01-30.fits
2019-06-02T08-57-30.fits,2019-06-02T07-31-09.fits,2019-05-29T09-01-30.fits
2016-02-26T05-49-09.fits,2016-02-26T05-49-16.fits,2016-02-22T06-01-30.fits
2019-10-11T01-30-05.fits,2019-10-11T01-30-14.fits,2019-10-07T00-01-30.fits
2019-12-08T02-30-07.fits,2019-12-08T02-30-14.fits,2019-12-04T03-01-30.fits
2017-07-23T06-46-26.fits,2017-07-23T06-46-30.fits,2017-07-19T06-01-30.fits
2014-08-17T07-00-33.fits,2014-08-17T07-00-41.fits,2014-08-13T06-01-30.fits
2019-06-01T02-48-59.fits,2019-06-01T02-49-04.fits,2019-05-28T03-01-30.fits
2013-08-10T11-26-35.fits,2013-08-10T11-26-21.fits,2013-08-06T12-01-30.fits
2012-10-17T15-16-54.fits,2012-10-17T15-16-54.fits,2012-10-13T15-01-30.fits
2012-10-26T14-15-32.fits,2012-10-26T14-15-32.fits,2012-10-22T15-01-30.fits
2019-06-22T01-30-08.fits,2019-06-22T01-30-14.fits,2019-06-18T00-01-30.fits
2014-08-26T04-37-29.fits,2014-08-26T04-37-37.fits,2014-08-22T06-01-30.fits
2012-10-05T04-08-09.fits,2012-10-05T04-08-17.fits,2012-10-01T03-01-30.fits
2017-07-28T08-55-59.fits,2017-07-28T07-52-24.fits,2017-07-24T09-01-30.fits
2017-11-09T10-10-31.fits,2017-11-09T10-10-36.fits,2017-11-05T09-01-30.fits
2012-10-22T13-55-44.fits,2012-10-22T13-55-44.fits,2012-10-18T15-01-30.fits
2014-05-25T07-13-03.fits,2014-05-25T07-13-10.fits,2014-05-21T06-01-30.fits
2014-06-27T04-37-29.fits,2014-06-27T04-37-36.fits,2014-06-23T06-01-30.fits
2012-10-26T13-54-14.fits,2012-10-26T13-54-14.fits,2012-10-22T15-01-30.fits
2019-10-09T06-22-04.fits,2019-10-09T06-22-10.fits,2019-10-05T06-01-30.fits
2015-04-13T02-32-13.fits,2015-04-13T02-32-17.fits,2015-04-09T03-01-30.fits
2017-10-22T01-30-14.fits,2017-10-22T01-30-20.fits,2017-10-18T00-01-30.fits
2014-08-19T06-59-30.fits,2014-08-19T06-59-38.fits,2014-08-15T06-01-30.fits
2013-02-11T07-43-33.fits,2013-02-11T07-43-39.fits,2013-02-07T09-01-30.fits
2013-05-14T08-34-45.fits,2013-05-14T08-34-49.fits,2013-05-10T09-01-30.fits
2012-10-25T01-13-17.fits,2012-10-25T01-13-17.fits,2012-10-21T00-01-30.fits
2012-12-07T01-51-29.fits,2012-12-07T01-51-29.fits,2012-12-03T03-01-30.fits
2015-04-04T09-09-43.fits,2015-04-04T09-09-49.fits,2015-03-31T09-01-30.fits
2012-10-21T05-22-47.fits,2012-10-21T05-22-56.fits,2012-10-17T06-01-30.fits
2019-12-07T07-27-05.fits,2019-12-07T07-27-12.fits,2019-12-03T06-01-30.fits
2013-10-21T06-18-42.fits,2013-10-21T06-18-50.fits,2013-10-17T06-01-30.fits
2012-12-07T01-45-11.fits,2012-12-07T01-45-28.fits,2012-12-03T03-01-30.fits
2014-10-25T04-03-18.fits,2014-10-25T04-03-25.fits,2014-10-21T03-01-30.fits
2012-10-18T13-06-22.fits,2012-10-18T13-06-22.fits,2012-10-14T12-01-30.fits
2016-05-12T02-40-15.fits,2016-05-12T02-40-20.fits,2016-05-08T03-01-30.fits
2017-11-21T10-07-17.fits,2017-11-21T10-07-22.fits,2017-11-17T09-01-30.fits
2016-07-04T08-03-43.fits,2016-07-04T08-03-48.fits,2016-06-30T09-01-30.fits
2013-04-17T06-09-19.fits,2013-04-17T06-09-27.fits,2013-04-13T06-01-30.fits
2018-10-26T09-47-36.fits,2018-10-26T09-47-41.fits,2018-10-22T09-01-30.fits
2018-07-08T04-00-11.fits,2018-07-08T04-00-17.fits,2018-07-04T03-01-30.fits
2017-06-30T05-41-47.fits,2017-06-30T05-41-52.fits,2017-06-26T06-01-30.fits
2014-06-24T06-49-49.fits,2014-06-24T06-49-56.fits,2014-06-20T06-01-30.fits
2012-10-19T01-13-23.fits,2012-10-19T01-13-23.fits,2012-10-15T00-01-30.fits
2017-07-29T02-32-52.fits,2017-07-29T02-32-56.fits,2017-07-25T03-01-30.fits
2018-07-16T06-35-58.fits,2018-07-16T06-36-04.fits,2018-07-12T06-01-30.fits
2014-11-26T04-40-47.fits,2014-11-26T04-40-52.fits,2014-11-22T06-01-30.fits
2016-12-07T03-35-27.fits,2016-12-07T03-35-31.fits,2016-12-03T03-01-30.fits
2014-05-20T03-30-31.fits,2014-05-20T03-30-38.fits,2014-05-16T03-01-30.fits
2017-12-22T02-30-08.fits,2017-12-22T02-30-13.fits,2017-12-18T03-01-30.fits
2018-06-02T06-41-30.fits,2018-06-02T06-41-35.fits,2018-05-29T06-01-30.fits
2017-12-27T09-59-47.fits,2017-12-27T09-59-51.fits,2017-12-23T09-01-30.fits
2016-10-02T01-30-17.fits,2016-10-02T01-30-22.fits,2016-09-28T00-01-30.fits
2020-04-11T05-58-44.fits,2020-04-11T05-58-49.fits,2020-04-07T06-01-30.fits
2019-10-12T05-21-07.fits,2019-10-12T05-21-14.fits,2019-10-08T06-01-30.fits
2012-12-07T02-53-45.fits,2012-12-07T02-53-45.fits,2012-12-03T03-01-30.fits
2019-05-31T09-18-05.fits,2019-05-31T09-18-10.fits,2019-05-27T09-01-30.fits
2020-06-06T01-30-10.fits,2020-06-06T01-30-16.fits,2020-06-02T00-01-30.fits
2017-02-18T06-45-53.fits,2017-02-18T06-45-58.fits,2017-02-14T06-01-30.fits
2013-11-25T08-17-13.fits,2013-11-25T08-17-20.fits,2013-11-21T09-01-30.fits
2019-11-22T03-41-35.fits,2019-11-22T02-30-14.fits,2019-11-18T03-01-30.fits
2014-01-03T08-04-56.fits,2014-01-03T08-05-04.fits,2013-12-30T09-01-30.fits
2013-05-10T00-54-27.fits,2013-05-10T00-54-35.fits,2013-05-06T00-01-30.fits
2012-10-19T01-07-24.fits,2012-10-19T01-07-24.fits,2012-10-15T00-01-30.fits
2013-06-18T08-39-54.fits,2013-06-18T08-40-03.fits,2013-06-14T09-01-30.fits
2017-01-23T08-51-09.fits,2017-01-23T08-51-13.fits,2017-01-19T09-01-30.fits
2013-01-25T08-03-29.fits,2013-01-25T08-03-38.fits,2013-01-21T09-01-30.fits
2019-05-22T10-23-20.fits,2019-05-22T10-23-25.fits,2019-05-18T09-01-30.fits
2018-05-30T01-30-05.fits,2018-05-30T01-30-12.fits,2018-05-26T00-01-30.fits
2012-12-07T20-49-57.fits,2012-12-07T20-49-57.fits,2012-12-03T21-01-30.fits
2019-05-21T06-38-08.fits,2019-05-21T05-21-24.fits,2019-05-17T06-01-30.fits
2017-07-25T04-39-08.fits,2017-07-25T04-39-12.fits,2017-07-21T06-01-30.fits
2020-05-04T03-44-51.fits,2020-05-04T04-50-26.fits,2020-04-30T03-01-30.fits
2019-03-20T02-51-02.fits,2019-03-20T02-51-07.fits,2019-03-16T03-01-30.fits
2017-03-27T05-47-36.fits,2017-03-27T05-47-41.fits,2017-03-23T06-01-30.fits
2015-08-06T02-32-43.fits,2015-08-06T02-32-49.fits,2015-08-02T03-01-30.fits
2015-06-19T07-04-46.fits,2015-06-19T07-04-50.fits,2015-06-15T06-01-30.fits
2014-09-19T05-52-49.fits,2014-09-19T05-52-56.fits,2014-09-15T06-01-30.fits
2019-11-30T04-55-04.fits,2019-11-30T04-55-09.fits,2019-11-26T06-01-30.fits
2015-06-17T05-48-19.fits,2015-06-17T05-48-24.fits,2015-06-13T06-01-30.fits
2012-10-19T16-04-22.fits,2012-10-19T16-04-22.fits,2012-10-15T15-01-30.fits
2012-10-17T19-07-48.fits,2012-10-17T19-07-48.fits,2012-10-13T18-01-30.fits
2019-06-28T11-45-42.fits,2019-06-28T10-28-01.fits,2019-06-24T12-01-30.fits
2017-07-11T04-41-12.fits,2017-07-11T04-41-17.fits,2017-07-07T06-01-30.fits
2012-12-07T20-04-07.fits,2012-12-07T20-04-07.fits,2012-12-03T21-01-30.fits
2013-12-30T20-16-30.fits,2013-12-30T20-16-38.fits,2013-12-26T21-01-30.fits
2017-06-03T02-33-26.fits,2017-06-03T02-33-31.fits,2017-05-30T03-01-30.fits
2017-07-08T05-45-12.fits,2017-07-08T05-45-17.fits,2017-07-04T06-01-30.fits
2015-08-26T03-39-37.fits,2015-08-26T03-39-42.fits,2015-08-22T03-01-30.fits
2012-10-24T18-09-40.fits,2012-10-24T18-09-40.fits,2012-10-20T18-01-30.fits
2016-11-23T02-30-08.fits,2016-11-23T02-30-14.fits,2016-11-19T03-01-30.fits
2012-10-24T18-01-13.fits,2012-10-24T18-01-13.fits,2012-10-20T18-01-30.fits
2020-05-12T09-16-35.fits,2020-05-12T09-16-40.fits,2020-05-08T09-01-30.fits
2017-01-23T09-54-50.fits,2017-01-23T09-54-55.fits,2017-01-19T09-01-30.fits
2013-12-05T06-43-43.fits,2013-12-05T06-43-51.fits,2013-12-01T06-01-30.fits
2019-12-09T10-05-33.fits,2019-12-09T11-20-05.fits,2019-12-05T09-01-30.fits
2015-04-22T08-02-24.fits,2015-04-22T08-02-28.fits,2015-04-18T09-01-30.fits
2013-07-23T08-55-49.fits,2013-07-23T08-55-58.fits,2013-07-19T09-01-30.fits
2016-10-14T06-22-59.fits,2016-10-14T06-23-04.fits,2016-10-10T06-01-30.fits
2020-06-25T04-46-28.fits,2020-06-25T04-46-32.fits,2020-06-21T06-01-30.fits
2016-01-11T06-23-01.fits,2016-01-11T06-23-07.fits,2016-01-07T06-01-30.fits
2012-10-17T15-42-14.fits,2012-10-17T15-42-14.fits,2012-10-13T15-01-30.fits
2012-10-25T00-44-30.fits,2012-10-25T00-44-30.fits,2012-10-21T00-01-30.fits
2014-06-16T06-51-51.fits,2014-06-16T06-51-56.fits,2014-06-12T06-01-30.fits
2015-02-14T08-55-09.fits,2015-02-14T08-55-13.fits,2015-02-10T09-01-30.fits
2015-12-02T05-55-37.fits,2015-12-02T05-55-41.fits,2015-11-28T06-01-30.fits
2017-09-15T07-59-31.fits,2017-09-15T07-59-38.fits,2017-09-11T09-01-30.fits
2012-10-18T01-01-27.fits,2012-10-18T01-01-26.fits,2012-10-14T00-01-30.fits
2018-12-06T11-31-00.fits,2018-12-06T11-31-05.fits,2018-12-02T12-01-30.fits
2015-07-25T01-30-07.fits,2015-07-25T01-30-13.fits,2015-07-21T00-01-30.fits
2013-04-13T05-34-47.fits,2013-04-13T05-34-57.fits,2013-04-09T06-01-30.fits
2012-10-19T00-43-09.fits,2012-10-19T00-43-09.fits,2012-10-15T00-01-30.fits
2015-03-27T06-53-34.fits,2015-03-27T06-53-38.fits,2015-03-23T06-01-30.fits
2015-04-13T04-37-03.fits,2015-04-13T04-37-08.fits,2015-04-09T06-01-30.fits
2019-09-26T07-42-57.fits,2019-09-26T07-43-03.fits,2019-09-22T09-01-30.fits
2020-06-25T09-06-25.fits,2020-06-25T09-06-30.fits,2020-06-21T09-01-30.fits
2015-07-12T03-38-35.fits,2015-07-12T03-38-39.fits,2015-07-08T03-01-30.fits
2017-03-31T07-56-39.fits,2017-03-31T07-56-44.fits,2017-03-27T09-01-30.fits
2016-10-22T01-31-39.fits,2016-10-22T01-31-44.fits,2016-10-18T03-01-30.fits
2012-10-18T13-52-44.fits,2012-10-18T13-52-52.fits,2012-10-14T15-01-30.fits
2013-10-28T06-16-35.fits,2013-10-28T06-16-42.fits,2013-10-24T06-01-30.fits
2018-10-26T01-30-02.fits,2018-10-26T01-30-08.fits,2018-10-22T00-01-30.fits
2017-09-25T08-56-59.fits,2017-09-25T08-57-03.fits,2017-09-21T09-01-30.fits
2014-12-05T21-21-32.fits,2014-12-05T21-21-37.fits,2014-12-01T21-01-30.fits
2014-02-28T06-15-40.fits,2014-02-28T06-15-48.fits,2014-02-24T06-01-30.fits
2019-05-04T06-44-53.fits,2019-05-04T06-44-58.fits,2019-04-30T06-01-30.fits
2019-07-15T04-01-18.fits,2019-07-15T04-01-24.fits,2019-07-11T03-01-30.fits
2017-02-17T03-32-51.fits,2017-02-17T03-32-55.fits,2017-02-13T03-01-30.fits
2013-06-18T04-46-53.fits,2013-06-18T04-47-00.fits,2013-06-14T06-01-30.fits
2015-11-20T04-43-07.fits,2015-11-20T03-36-41.fits,2015-11-16T06-01-30.fits
2018-06-05T05-16-57.fits,2018-06-05T05-17-03.fits,2018-06-01T06-01-30.fits
2012-10-16T19-34-17.fits,2012-10-16T21-05-56.fits,2012-10-12T21-01-30.fits
2013-02-16T05-47-29.fits,2013-02-16T05-47-37.fits,2013-02-12T06-01-30.fits
2016-12-29T02-30-06.fits,2016-12-29T02-30-11.fits,2016-12-25T03-01-30.fits
2013-11-28T06-52-56.fits,2013-11-28T06-53-04.fits,2013-11-24T06-01-30.fits
2012-10-22T17-01-48.fits,2012-10-22T17-01-48.fits,2012-10-18T18-01-30.fits
2020-01-09T11-09-35.fits,2020-01-09T11-09-40.fits,2020-01-05T12-01-30.fits
2018-03-06T04-43-00.fits,2018-03-06T04-43-04.fits,2018-03-02T06-01-30.fits
2016-07-04T09-09-56.fits,2016-07-04T09-10-00.fits,2016-06-30T09-01-30.fits
2016-04-21T01-30-04.fits,2016-04-21T01-30-09.fits,2016-04-17T00-01-30.fits
2015-07-12T02-34-23.fits,2015-07-12T02-34-27.fits,2015-07-08T03-01-30.fits
2016-08-17T02-10-34.fits,2016-08-17T02-10-39.fits,2016-08-13T03-01-30.fits
2012-10-19T16-39-00.fits,2012-10-19T16-39-00.fits,2012-10-15T18-01-30.fits
2018-09-17T06-41-06.fits,2018-09-17T06-41-12.fits,2018-09-13T06-45-45.fits
2012-10-18T13-32-52.fits,2012-10-18T13-32-52.fits,2012-10-14T15-01-30.fits
2019-05-03T06-25-30.fits,2019-05-03T06-25-37.fits,2019-04-29T06-01-30.fits
2012-10-16T22-43-50.fits,2012-10-16T22-43-50.fits,2012-10-13T00-01-30.fits
2016-03-28T08-07-18.fits,2016-03-28T08-07-22.fits,2016-03-24T09-01-30.fits
2019-08-10T06-49-54.fits,2019-08-10T08-09-41.fits,2019-08-06T06-01-30.fits
2016-03-28T07-01-29.fits,2016-03-28T07-01-34.fits,2016-03-24T06-01-30.fits
2012-10-26T20-31-58.fits,2012-10-26T20-31-58.fits,2012-10-22T21-01-30.fits
2015-04-24T01-31-40.fits,2015-04-24T01-31-45.fits,2015-04-20T03-01-30.fits
2017-05-31T02-34-14.fits,2017-05-31T02-34-18.fits,2017-05-27T03-01-30.fits
2017-03-10T05-43-29.fits,2017-03-10T05-43-23.fits,2017-03-06T06-01-30.fits
2019-09-28T02-52-15.fits,2019-09-28T02-52-24.fits,2019-09-24T03-01-30.fits
2015-07-17T05-48-08.fits,2015-07-17T05-48-13.fits,2015-07-13T06-01-30.fits
2014-12-17T06-29-59.fits,2014-12-17T06-30-04.fits,2014-12-13T06-01-30.fits
2015-10-01T07-59-59.fits,2015-10-01T08-00-03.fits,2015-09-27T09-01-30.fits
2018-10-25T05-07-25.fits,2018-10-25T03-49-48.fits,2018-10-21T06-01-30.fits
2012-11-25T04-30-24.fits,2012-11-25T04-30-32.fits,2012-11-21T03-01-30.fits
2018-01-21T06-55-44.fits,2018-01-21T06-55-48.fits,2018-01-17T06-01-30.fits
2019-02-23T07-41-47.fits,2019-02-23T07-41-41.fits,2019-02-19T09-01-30.fits
2015-04-29T05-48-08.fits,2015-04-29T05-48-12.fits,2015-04-25T06-01-30.fits
2017-07-04T06-45-44.fits,2017-07-04T06-45-49.fits,2017-06-30T06-01-30.fits
2013-01-05T06-59-15.fits,2013-01-05T06-59-22.fits,2013-01-01T06-01-30.fits
2018-02-28T03-34-43.fits,2018-02-28T03-34-47.fits,2018-02-24T03-01-30.fits
2015-12-03T07-09-08.fits,2015-12-03T07-09-13.fits,2015-11-29T06-01-30.fits
2013-10-05T03-30-29.fits,2013-10-05T03-30-37.fits,2013-10-01T03-01-30.fits
2018-08-19T10-51-38.fits,2018-08-19T10-51-30.fits,2018-08-15T12-01-30.fits
2016-02-07T04-39-44.fits,2016-02-07T04-39-48.fits,2016-02-03T06-01-30.fits
2015-11-01T08-34-05.fits,2015-11-01T08-34-09.fits,2015-10-28T09-01-30.fits
2017-12-27T02-30-05.fits,2017-12-27T02-30-09.fits,2017-12-23T03-01-30.fits
2017-10-28T07-56-34.fits,2017-10-28T07-56-39.fits,2017-10-24T09-01-30.fits
2018-06-21T02-50-50.fits,2018-06-21T02-50-56.fits,2018-06-17T03-01-30.fits
2012-10-18T00-03-20.fits,2012-10-18T00-03-20.fits,2012-10-14T00-01-30.fits
2015-05-14T01-31-14.fits,2015-05-14T01-31-18.fits,2015-05-10T00-01-30.fits
2015-02-28T09-12-02.fits,2015-02-28T09-12-06.fits,2015-02-24T09-02-15.fits
2016-06-08T02-38-40.fits,2016-06-08T02-38-45.fits,2016-06-04T03-01-30.fits
2019-09-25T01-30-15.fits,2019-09-25T01-30-21.fits,2019-09-21T00-01-30.fits
2012-12-18T05-46-48.fits,2012-12-18T05-46-56.fits,2012-12-14T06-01-30.fits
2012-10-17T19-17-29.fits,2012-10-17T19-17-29.fits,2012-10-13T18-01-30.fits
2019-01-31T02-30-13.fits,2019-01-31T02-30-18.fits,2019-01-27T03-01-30.fits
2012-11-17T09-03-28.fits,2012-11-17T09-03-39.fits,2012-11-13T09-01-30.fits
2013-02-20T08-52-14.fits,2013-02-20T08-52-23.fits,2013-02-16T09-01-30.fits
2019-08-31T08-45-42.fits,2019-08-31T08-45-30.fits,2019-08-27T09-01-30.fits
2017-02-19T06-43-35.fits,2017-02-19T06-43-27.fits,2017-02-15T06-01-30.fits
2018-02-17T04-37-32.fits,2018-02-17T04-37-36.fits,2018-02-13T06-01-30.fits
2019-01-17T05-20-38.fits,2019-01-17T05-20-43.fits,2019-01-13T06-01-30.fits
2012-10-17T21-44-50.fits,2012-10-17T21-44-50.fits,2012-10-13T21-01-30.fits
2012-10-18T22-12-51.fits,2012-10-18T22-12-51.fits,2012-10-14T21-01-30.fits
2013-10-13T04-02-11.fits,2013-10-13T04-02-18.fits,2013-10-09T03-01-30.fits
2012-10-19T13-33-41.fits,2012-10-19T13-33-41.fits,2012-10-15T15-01-30.fits
2012-12-10T14-15-40.fits,2012-12-10T14-15-40.fits,2012-12-06T15-01-30.fits
2016-07-16T07-03-03.fits,2016-07-16T07-03-07.fits,2016-07-12T06-01-30.fits
2017-05-11T05-45-07.fits,2017-05-11T05-45-12.fits,2017-05-07T06-01-30.fits
2012-12-22T07-14-22.fits,2012-12-22T07-14-31.fits,2012-12-18T06-01-30.fits
2017-11-15T10-07-51.fits,2017-11-15T10-07-55.fits,2017-11-11T09-01-30.fits
2020-02-01T10-43-08.fits,2020-02-01T09-33-01.fits,2020-01-28T12-01-30.fits
2020-07-03T01-30-15.fits,2020-07-03T01-30-21.fits,2020-06-29T00-01-30.fits
2017-11-09T04-59-51.fits,2017-11-09T04-59-56.fits,2017-11-05T06-01-30.fits
2020-02-29T05-53-45.fits,2020-02-29T05-53-34.fits,2020-02-25T06-01-30.fits
2012-10-19T17-25-16.fits,2012-10-19T17-25-16.fits,2012-10-15T18-01-30.fits
2020-03-21T02-38-25.fits,2020-03-21T03-45-42.fits,2020-03-17T03-01-30.fits
2013-10-26T05-46-13.fits,2013-10-26T05-46-21.fits,2013-10-22T06-01-30.fits
2016-05-22T03-43-33.fits,2016-05-22T03-43-37.fits,2016-05-18T03-01-30.fits
2016-11-13T09-25-42.fits,2016-11-13T09-25-49.fits,2016-11-09T09-01-30.fits
2015-03-20T05-48-32.fits,2015-03-20T05-48-36.fits,2015-03-16T06-01-30.fits
2019-02-15T06-25-31.fits,2019-02-15T06-25-39.fits,2019-02-11T06-01-30.fits
2017-10-01T05-43-40.fits,2017-10-01T05-43-44.fits,2017-09-27T06-01-30.fits
2016-10-11T01-30-06.fits,2016-10-11T01-30-11.fits,2016-10-07T00-01-30.fits
2013-11-18T07-19-00.fits,2013-11-18T07-19-07.fits,2013-11-14T06-01-30.fits
2013-01-23T08-08-25.fits,2013-01-23T08-08-32.fits,2013-01-19T09-01-30.fits
2016-11-29T04-57-03.fits,2016-11-29T03-43-59.fits,2016-11-25T06-01-30.fits
2015-08-06T05-46-10.fits,2015-08-06T05-46-14.fits,2015-08-02T06-01-30.fits
2019-03-25T05-22-11.fits,2019-03-25T05-22-16.fits,2019-03-21T03-01-30.fits
2015-04-23T09-09-26.fits,2015-04-23T09-09-30.fits,2015-04-19T09-01-30.fits
2012-10-18T14-20-15.fits,2012-10-18T14-20-15.fits,2012-10-14T15-01-30.fits
2018-11-27T13-18-29.fits,2018-11-27T13-18-35.fits,2018-11-23T12-01-30.fits
2018-04-18T06-18-50.fits,2018-04-18T06-18-55.fits,2018-04-14T06-01-30.fits
2017-01-03T07-44-18.fits,2017-01-03T07-44-23.fits,2016-12-30T09-01-30.fits
2020-03-27T01-30-09.fits,2020-03-27T01-30-15.fits,2020-03-23T00-01-30.fits
2012-12-07T14-26-27.fits,2012-12-07T14-26-27.fits,2012-12-03T15-01-30.fits
2020-01-18T02-30-06.fits,2020-01-18T02-30-12.fits,2020-01-14T03-01-30.fits
2012-10-26T20-55-35.fits,2012-10-26T20-55-35.fits,2012-10-22T21-01-30.fits
2015-03-26T07-00-27.fits,2015-03-26T07-00-32.fits,2015-03-22T06-01-30.fits
2014-07-25T06-16-55.fits,2014-07-25T06-17-02.fits,2014-07-21T06-01-30.fits
2018-06-27T06-35-49.fits,2018-06-27T06-35-55.fits,2018-06-23T06-01-30.fits
2020-05-17T02-36-39.fits,2020-05-17T02-36-43.fits,2020-05-13T03-01-30.fits
2018-01-31T10-01-23.fits,2018-01-31T10-01-27.fits,2018-01-27T09-01-30.fits
2012-10-23T14-47-34.fits,2012-10-23T14-47-34.fits,2012-10-19T15-01-30.fits
2020-04-30T01-30-07.fits,2020-04-30T01-30-14.fits,2020-04-26T00-01-30.fits
2019-12-05T03-46-58.fits,2019-12-05T03-47-04.fits,2019-12-01T03-01-30.fits
2018-07-19T04-07-48.fits,2018-07-19T04-07-53.fits,2018-07-15T03-01-30.fits
2017-09-26T02-32-33.fits,2017-09-26T02-32-38.fits,2017-09-22T03-01-30.fits
2020-04-13T02-37-47.fits,2020-04-13T02-37-52.fits,2020-04-09T03-01-30.fits
2019-02-11T07-39-38.fits,2019-02-11T06-22-20.fits,2019-02-07T09-01-30.fits
2014-06-07T07-22-21.fits,2014-06-07T07-22-28.fits,2014-06-03T06-01-30.fits
2014-06-22T04-02-27.fits,2014-06-22T04-02-34.fits,2014-06-18T03-01-30.fits
2018-05-07T02-48-12.fits,2018-05-07T02-48-18.fits,2018-05-03T03-01-30.fits
2017-12-17T02-30-11.fits,2017-12-17T02-30-16.fits,2017-12-13T03-01-30.fits
2019-11-10T03-51-04.fits,2019-11-10T03-51-10.fits,2019-11-06T03-01-30.fits
2019-03-19T10-44-36.fits,2019-03-19T10-44-41.fits,2019-03-15T12-01-30.fits
2016-07-26T04-49-32.fits,2016-07-26T04-49-36.fits,2016-07-22T06-01-30.fits
2013-02-27T06-24-17.fits,2013-02-27T06-24-25.fits,2013-02-23T06-01-30.fits
2016-02-02T02-30-08.fits,2016-02-02T02-30-13.fits,2016-01-29T03-01-30.fits
2016-01-19T02-30-10.fits,2016-01-19T02-30-17.fits,2016-01-15T03-01-30.fits
2016-02-21T09-12-25.fits,2016-02-21T09-12-29.fits,2016-02-17T09-01-30.fits
2018-04-26T06-12-07.fits,2018-04-26T06-12-15.fits,2018-04-22T06-01-30.fits
2014-11-20T05-46-53.fits,2014-11-20T05-46-58.fits,2014-11-16T06-01-30.fits
2016-11-29T10-09-34.fits,2016-11-29T11-35-21.fits,2016-11-25T09-01-30.fits
2012-10-26T13-48-22.fits,2012-10-26T13-48-22.fits,2012-10-22T15-01-30.fits
2013-01-24T08-01-46.fits,2013-01-24T08-01-55.fits,2013-01-20T09-01-30.fits
2017-06-17T02-34-26.fits,2017-06-17T02-34-30.fits,2017-06-13T03-01-30.fits
2015-08-27T04-48-21.fits,2015-08-27T04-48-24.fits,2015-08-23T06-01-30.fits
2017-06-26T01-30-04.fits,2017-06-26T01-30-10.fits,2017-06-22T00-01-30.fits
2012-10-17T21-44-14.fits,2012-10-17T21-44-14.fits,2012-10-13T21-01-30.fits
2015-04-20T03-45-28.fits,2015-04-20T03-45-32.fits,2015-04-16T03-01-30.fits
2014-09-04T06-44-59.fits,2014-09-04T06-45-06.fits,2014-08-31T06-01-30.fits
2019-02-14T05-09-49.fits,2019-02-14T05-09-54.fits,2019-02-10T06-01-30.fits
